Substrate,ECNumber,Organism_ID_sabio,kcat
Biochanin A,1.14.14.88,3880,0.1
Biochanin A,1.14.14.90,3880,0.033
Biopterin,1.5.1.33,5689,2.3
Biopterin,3.5.4.11,311403,46.0
Bis(2-hydroxyethyl) terephthalate,3.1.1.102,2021,26.76
Bis(2-hydroxyethyl) terephthalate,3.1.1.102,1547922,0.1
Bis-4-nitrophenyl phosphate,3.1.4.4,42881,0.67
Bis-4-nitrophenyl phosphate,3.1.4.17,85962,18.08333
Bis-4-nitrophenyl phosphate,3.1.4.16,93061,0.73
Bis-4-nitrophenyl phosphate,3.1.4.1,243232,130.2
Biuret,3.5.1.84,216596,11.5
Bocillin FL,3.5.2.6,243276,5.0
Boldenone,1.3.1.3,9606,1.8
Bradykinin,3.4.11.9,9606,11.0
Bradykinin,3.4.17.12,9606,2.45
Bradykinin,3.4.24.71,9606,5.8
Bromoacetate,2.5.1.18,83333,27.0
Bromocyclohexane,3.8.1.5,452662,1.8
Bromocyclohexane,3.8.1.5,861109,1.8
Bufuralol,1.14.14.1,10116,0.1416667
Butanal,1.1.1.2,9606,0.67
Butanal,1.2.98.1,9606,21.66667
Butanal,1.1.1.1,10116,156.0
Butanal,1.2.1.3,29320,3.1
Butanal,1.2.1.4,29320,1.02
Butanal,1.2.1.19,83333,0.3
Butanal,1.2.1.3,224308,1.35
Butanal,1.1.1.2,233413,4.6
Butanal,1.1.1.2,246196,16.6
Butanal,1.2.1.10,266265,9.5
Butanoate,2.7.2.1,2210,0.18
Butanoate,6.2.1.17,267608,1.7
Butanoyl phosphate,3.6.1.7,9913,77.0
Butanoyl-CoA,3.1.2.23,1667,0.0319
Butanoyl-CoA,2.3.1.206,3483,0.01198333
Butanoyl-CoA,2.3.1.74,3879,0.01516667
Butanoyl-CoA,1.3.8.1,9606,20.7
Butanoyl-CoA,1.3.8.4,9606,2.2
Butanoyl-CoA,1.3.8.7,9606,11.5
Butanoyl-CoA,3.1.2.20,9606,0.047
Butanoyl-CoA,1.3.8.7,9823,6.2
Butanoyl-CoA,1.3.8.1,9913,2.5
Butanoyl-CoA,1.3.8.1,10116,28.3
Butanoyl-CoA,1.3.8.7,10116,3.8
Butanoyl-CoA,1.3.1.95,28446,3.5
Butanoyl-CoA,2.3.1.157,83333,0.008
Butirosin,2.7.1.95,1351,2.02
Butyl laurate,3.1.1.3,64495,855.0
Butylamine,1.4.9.1,266,188.0
Butyrophenone,1.14.13.84,294,1.2
Butyrylthiocholine,3.1.1.7,9606,125.0
Butyrylthiocholine,3.1.1.8,9606,1833.333
CDP,2.7.2.3,9606,0.9
CDP,3.1.3.2,9606,58.0
CDP,2.7.4.1,83333,0.1666667
CDP,4.1.1.49,559292,3.8
CDPcholine,3.6.1.53,10116,28.5
CDPethanolamine,3.6.1.53,10116,41.3
CDPglycerol,3.6.1.16,10116,28.1
CDPglycerol,2.7.8.12,224308,0.3333333
CENTA,3.5.2.6,83331,29.5
CENTA,3.5.2.6,83332,29.5
CGP-31523A,3.5.2.6,644,0.05
CGP-31523A,3.5.2.6,1396,25.0
CGP-31523A,3.5.2.6,40324,38.0
CMP,3.1.3.91,7227,12.0
CMP,2.7.4.14,9606,130.0
CMP,3.1.3.5,9606,19.0
CMP,3.1.3.91,9606,7.0
CMP,2.7.4.14,44689,410.0
CMP,2.7.4.25,83332,52.0
CMP,2.7.4.25,83333,103.0
CMP,3.1.3.2,83333,26.0
CMP-N-acetylneuraminate,2.4.99.1,9606,0.7733333
CTP,2.7.7.40,727,13.0
CTP,2.7.1.11,1422,109.76
CTP,2.5.1.17,1598,0.0086
CTP,2.7.7.60,3702,26.0
CTP,2.7.1.1,4108,1.61
CTP,1.13.12.7,7054,0.04833333
CTP,2.7.2.3,9606,0.008333333
CTP,3.1.3.2,9606,93.0
CTP,3.6.1.15,9606,0.0073
CTP,3.6.1.9,10090,8.7
CTP,2.7.1.76,44101,0.62
CTP,2.7.7.38,83333,21.9
CTP,2.7.7.59,83333,1.075
CTP,2.7.7.60,83333,54.1
CTP,2.7.7.76,83333,0.006166667
CTP,3.6.1.65,83333,25.8
CTP,6.3.2.5,83333,0.8833333
CTP,2.7.7.60,83334,54.1
CTP,2.7.7.40,93061,66.7
CTP,2.7.7.60,199310,54.1
CTP,2.7.1.113,224308,2.25
CTP,3.6.1.9,243232,2.23
CTP,3.6.1.8,246196,0.1583333
CTP,2.7.1.2,419947,18.66667
CTP,4.1.1.49,559292,8.9
Caffeic aldehyde,1.1.1.195,3702,7.3
Caffeoyl-CoA,1.2.1.44,3702,0.13
Camphorquinone,1.3.1.20,9543,62.5
Camphorquinone,1.1.1.2,9606,1.9
Camphorquinone,1.1.1.213,9606,0.02333333
Camphorquinone,1.1.1.50,9606,0.135
Camphorquinone,1.1.1.n11,10090,1.1
Capecitabine,3.1.1.1,9606,0.3133333
Carbamate,6.3.2.1,83331,0.035
Carbamate,6.3.2.1,83332,0.035
Carbamate,2.7.2.2,226185,92.0
Carbamoyl phosphate,2.1.3.3,9913,180.0
Carbamoyl phosphate,2.1.3.2,10036,156.3
Carbamoyl phosphate,2.1.3.3,83333,0.03888889
Carbamoyl phosphate,6.3.4.14,83333,0.005166667
Carbamoyl phosphate,6.3.5.5,83333,0.36
Carbamoyl phosphate,2.1.3.3,111292,750.0
Carbamoyl phosphate,2.1.3.3,226185,2290.0
Carbamoyl phosphate,2.7.2.2,226185,730.0
Carbenicillin,3.5.2.6,545,58.0
Carbenicillin,3.5.2.6,562,149.6
Carbenicillin,3.5.2.6,588,10.0
Carbenicillin,3.5.2.6,817,260.0
Carbenicillin,3.5.2.6,1396,755.0
Carbenicillin,3.5.2.6,40324,277.0
Carbenicillin,3.5.2.6,47917,100.0
Carbenicillin,3.5.2.6,83333,0.0044
Carbenicillin,3.5.2.6,196023,16.0
Carbenicillin,3.5.2.6,243276,11.7
Carbobenzoxy-Gly-Gly-Val,3.4.17.1,9913,19.5
Carbobenzoxy-Gly-Gly-Val,3.4.17.1,29058,0.3
Carbonyl sulfide,3.13.1.5,1071056,1800.0
Carboxymethylcellulose,3.2.1.4,1423,246.0
Carboxynorspermidine,4.1.1.96,216895,20.1
Carboxyspermidine,4.1.1.96,216895,3.2
Carnosine,2.1.1.22,9031,0.04183333
Carnosine,2.1.1.22,9606,0.0595
Carnosine,3.4.13.20,9606,138.0
Carnosine,2.1.1.22,10116,0.07816667
Carnosine,2.1.1.22,559292,0.01233333
Carumonam,3.5.2.6,588,0.2
Catechol,1.10.3.2,274,3.06
Catechol,1.13.11.2,316,200.0
Catechol,1.10.3.1,1914,10.9
Catechol,1.11.1.7,3704,2200.0
Catechol,1.10.3.2,5327,403.3
Catechol,1.14.18.1,5341,877.6
Catechol,1.10.3.1,36596,210.0
Catechol,2.1.1.68,39350,0.0046
Catechol,1.10.3.2,59843,8805.0
Catechol,1.10.3.2,77133,60.19
Catechol,1.10.3.1,119864,50.26
Catechol,1.10.3.2,119864,4.2
Catechol,1.13.11.1,237561,28.0
Catechol,1.10.3.2,575584,14.0
Catechol,1.10.3.2,1869214,28.47
Cefaclor,3.5.2.6,480,69.0
Cefaclor,3.5.2.6,40324,42.0
Cefadroxil,3.5.1.11,562,50.0
Cefadroxil,3.5.2.6,40324,23.0
Cefamandole,3.5.2.6,1280,0.357
Cefamandole,3.5.2.6,47917,6105.0
Cefamandole,3.5.2.6,83331,58.33333
Cefamandole,3.5.2.6,83332,58.33333
Cefamandole,3.5.2.6,419947,22.0
Cefazolin,3.5.2.6,545,166.0
Cefazolin,3.5.2.6,546,5000.0
Cefazolin,3.5.2.6,550,3000.0
Cefazolin,3.5.2.6,562,140.0
Cefazolin,3.5.2.6,584,13.0
Cefazolin,3.5.2.6,1280,4.68
Cefazolin,3.5.2.6,83333,477.0
Cefazolin,3.5.2.6,419947,8.0
Cefcapene,3.5.2.6,562,110.0
Cefdinir,3.5.2.6,562,83.0
Cefepime,3.5.2.6,287,119.0
Cefepime,3.5.2.6,550,8.4
Cefepime,3.5.2.6,584,4.4
Cefepime,3.5.2.6,817,58.0
Cefepime,3.5.2.6,40324,0.33
Cefepime,3.5.2.6,47917,225.0
Cefepime,3.5.2.6,180434,0.008
Cefixime,3.5.2.6,817,22.0
Cefmetazole,3.5.2.6,40324,4.7
Cefoperazone,3.5.2.6,817,76.0
Cefoperazone,3.5.2.6,47917,70.0
Cefotaxime,3.5.2.6,287,612.0
Cefotaxime,3.5.2.6,303,398.0
Cefotaxime,3.5.2.6,464,430.0
Cefotaxime,3.5.2.6,546,0.017
Cefotaxime,3.5.2.6,550,286.0
Cefotaxime,3.5.2.6,562,1400.0
Cefotaxime,3.5.2.6,573,120.0
Cefotaxime,3.5.2.6,584,2.2
Cefotaxime,3.5.2.6,588,1.5
Cefotaxime,3.5.2.6,615,1.7
Cefotaxime,3.5.2.6,817,98.0
Cefotaxime,3.5.2.6,1396,120.0
Cefotaxime,3.5.2.6,40324,140.0
Cefotaxime,3.5.2.6,47917,920.0
Cefotaxime,3.5.2.6,83331,6.333333
Cefotaxime,3.5.2.6,83332,6.333333
Cefotaxime,3.5.2.6,83333,0.17
Cefotaxime,3.5.2.6,180434,0.032
Cefotaxime,3.5.2.6,196023,0.07
Cefotaxime,3.5.2.6,208964,0.15
Cefotaxime,3.5.2.6,247156,5.0
Cefotiam,3.5.2.6,47917,945.0
Cefoxitin,3.5.2.6,287,9.0
Cefoxitin,3.5.2.6,303,7.0
Cefoxitin,3.5.2.6,546,0.32
Cefoxitin,3.5.2.6,550,5.0
Cefoxitin,3.5.2.6,573,348.0
Cefoxitin,3.5.2.6,615,0.014
Cefoxitin,3.5.2.6,817,150.0
Cefoxitin,3.5.2.6,1396,0.34
Cefoxitin,3.5.2.6,40324,2.2
Cefoxitin,3.5.2.6,83331,0.8
Cefoxitin,3.5.2.6,83332,0.8
Cefoxitin,3.5.2.6,83333,0.2
Cefoxitin,3.5.2.6,180434,0.038
Cefoxitin,3.5.2.6,208964,0.12
Cefpirome,3.5.2.6,38313,0.1
Cefpirome,3.5.2.6,40324,85.0
Cefpirome,3.5.2.6,47917,745.0
Cefprozil,3.5.2.6,40324,15.0
Cefsulodin,3.5.2.6,287,25.0
Cefsulodin,3.5.2.6,644,0.05
Cefsulodin,3.5.2.6,1396,12.5
Cefsulodin,3.5.2.6,40324,7.5
Ceftazidime,3.5.2.6,287,70.0
Ceftazidime,3.5.2.6,303,12.0
Ceftazidime,3.5.2.6,550,4.7
Ceftazidime,3.5.2.6,562,33.0
Ceftazidime,3.5.2.6,573,119.2
Ceftazidime,3.5.2.6,584,23.0
Ceftazidime,3.5.2.6,588,12.0
Ceftazidime,3.5.2.6,817,140.0
Ceftazidime,3.5.2.6,38313,2.0
Ceftazidime,3.5.2.6,47917,30.0
Ceftazidime,3.5.2.6,83331,0.03333333
Ceftazidime,3.5.2.6,83332,0.03333333
Ceftazidime,3.5.2.6,180434,0.04
Ceftizoxime,3.5.2.6,40324,2.7
Ceftriaxone,3.5.2.6,287,25.0
Ceftriaxone,3.5.2.6,562,81.0
Ceftriaxone,3.5.2.6,817,53.0
Ceftriaxone,3.5.2.6,47917,620.0
Ceftriaxone,3.5.2.6,83331,0.8166667
Ceftriaxone,3.5.2.6,83332,0.8166667
Cefuroxime,3.5.2.6,287,283.0
Cefuroxime,3.5.2.6,464,330.0
Cefuroxime,3.5.2.6,480,4.8
Cefuroxime,3.5.2.6,545,54.0
Cefuroxime,3.5.2.6,546,0.04
Cefuroxime,3.5.2.6,550,0.28
Cefuroxime,3.5.2.6,562,190.0
Cefuroxime,3.5.2.6,573,21.0
Cefuroxime,3.5.2.6,588,3.7
Cefuroxime,3.5.2.6,615,0.8
Cefuroxime,3.5.2.6,817,29.0
Cefuroxime,3.5.2.6,1280,0.009
Cefuroxime,3.5.2.6,1396,35.0
Cefuroxime,3.5.2.6,40324,80.0
Cefuroxime,3.5.2.6,47917,540.0
Cefuroxime,3.5.2.6,83331,8.166667
Cefuroxime,3.5.2.6,83332,8.166667
Cefuroxime,3.5.2.6,83333,0.15
Cefuroxime,3.5.2.6,196023,0.07
Cefuroxime,3.5.2.6,208964,0.05
Cefuroxime,3.5.2.6,247156,3.3
Cellobionic acid,2.4.1.321,190485,114.0
Cellobionic acid,2.4.1.321,367110,306.0
Cellobiose,3.2.1.74,4513,11.58
Cellobiose,3.2.1.21,39947,1.52
Cellobiose,3.2.1.25,112509,16.1
Cellobiose,3.2.1.58,237561,0.14
Cellobiose,2.4.1.20,309803,26.3
Cellobiose,3.2.1.74,309803,285.04
Cellobiose,3.2.1.21,411476,1.57
Cellobiose,3.2.1.21,2822231,1.81
Cellopentaose,3.2.1.74,4513,11.66
Cellopentaose,3.2.1.21,39947,16.9
Cellopentaose,3.2.1.25,112509,12.9
Cellotetraose,3.2.1.74,4513,8.88
Cellotetraose,3.2.1.21,39947,17.34
Cellotetraose,3.2.1.25,112509,9.6
Cellotetraose,3.2.1.58,237561,0.14
Cellotetraose,3.2.1.74,309803,333.68
Cellotetraose,3.2.1.21,411476,65.0
Cellotriose,3.2.1.74,4513,1.95
Cellotriose,3.2.1.21,39947,18.13
Cellotriose,3.2.1.25,112509,3.0
Cellotriose,3.2.1.74,309803,345.71
Cephalexin,3.5.2.6,546,150.0
Cephalexin,3.5.2.6,550,70.0
Cephalexin,3.5.1.11,562,57.0
Cephalexin,3.5.2.6,562,15.0
Cephalexin,3.5.2.6,615,80.0
Cephalexin,3.5.2.6,817,95.0
Cephalexin,3.5.2.6,1396,1.7
Cephalexin,3.5.2.6,40324,37.0
Cephalexin,3.5.2.6,83333,38.0
Cephalexin,3.5.2.6,196023,0.65
Cephalexin,3.5.2.6,208964,27.0
Cephaloglycin,3.5.2.6,1396,61.0
Cephaloglycin,3.5.2.6,40324,19.0
Cephaloglycin,3.5.2.6,196023,0.2
Cephaloridin,3.5.2.6,287,32.0
Cephaloridin,3.5.2.6,1396,25.0
Cephaloridin,3.5.2.6,40324,28.0
Cephaloridin,3.5.2.6,196023,0.12
Cephaloridine,3.5.2.6,287,30.0
Cephaloridine,3.5.2.6,480,5.6
Cephaloridine,3.5.2.6,545,930.0
Cephaloridine,3.5.2.6,546,700.0
Cephaloridine,3.5.2.6,550,345.0
Cephaloridine,3.5.1.11,562,33.0
Cephaloridine,3.5.2.6,562,1300.0
Cephaloridine,3.5.2.6,584,5.0
Cephaloridine,3.5.2.6,588,15.0
Cephaloridine,3.5.2.6,615,1080.0
Cephaloridine,3.5.2.6,817,42.0
Cephaloridine,3.5.2.6,1280,6.65
Cephaloridine,3.5.2.6,28450,13.0
Cephaloridine,3.5.2.6,38313,10.0
Cephaloridine,3.5.2.6,40324,67.0
Cephaloridine,3.5.2.6,47917,2530.0
Cephaloridine,3.5.2.6,83333,188.0
Cephaloridine,3.5.2.6,208964,110.0
Cephaloridine,3.5.2.6,247156,131.0
Cephaloridine,3.5.2.6,419947,8.0
Cephalosporin C,3.5.2.6,480,5.0
Cephalosporin C,3.5.2.6,545,41.0
Cephalosporin C,3.5.2.6,550,1562.0
Cephalosporin C,3.5.2.6,562,33.0
Cephalosporin C,3.5.2.6,1396,0.2
Cephalosporin C,3.5.2.6,40324,280.0
Cephalosporin C,3.5.2.6,83331,17.83333
Cephalosporin C,3.5.2.6,83332,17.83333
Cephalosporin C,3.5.2.6,83333,540.0
Cephalothin,3.5.2.6,287,656.0
Cephalothin,3.5.2.6,303,440.0
Cephalothin,3.5.2.6,464,300.0
Cephalothin,3.5.2.6,480,4.9
Cephalothin,3.5.2.6,545,63.0
Cephalothin,3.5.2.6,546,210.0
Cephalothin,3.5.2.6,550,2820.0
Cephalothin,3.5.1.11,562,25.0
Cephalothin,3.5.2.6,562,510.0
Cephalothin,3.5.2.6,573,530.0
Cephalothin,3.5.2.6,584,5.0
Cephalothin,3.5.2.6,588,3.0
Cephalothin,3.5.2.6,615,1100.0
Cephalothin,3.5.2.6,817,29.0
Cephalothin,3.5.2.6,1280,0.096
Cephalothin,3.5.2.6,28450,0.28
Cephalothin,3.5.2.6,38313,0.6
Cephalothin,3.5.2.6,40324,82.0
Cephalothin,3.5.2.6,47917,7150.0
Cephalothin,3.5.2.6,51288,56.0
Cephalothin,3.5.2.6,83331,8.166667
Cephalothin,3.5.2.6,83332,8.166667
Cephalothin,3.5.2.6,83333,300.0
Cephalothin,3.5.2.6,180434,140.0
Cephalothin,3.5.2.6,208964,430.0
Cephalothin,3.5.2.6,247156,14.0
Cephalothin,3.5.2.6,419947,8.0
Cephapirin,3.5.2.6,1280,1.82
Cephapirin,3.5.2.6,1396,101.0
Cephapirin,3.5.2.6,419947,3.0
Cephazoline,3.5.2.6,615,1300.0
Cephradine,3.5.2.6,1396,12.5
Cephradine,3.5.2.6,40324,16.0
Chanoclavine-I,1.1.1.332,746128,0.38
Chavicol,2.1.1.146,39350,0.00087
Chitobiose,3.2.1.14,615,34.9
Chitosan,3.2.1.132,69019,12.125
Chlorite,1.13.11.49,36863,1800.0
Chlorocyclohexane,3.8.1.5,452662,0.1
Chlorocyclohexane,3.8.1.5,861109,0.1
Chlorogenate,1.10.3.1,36596,1400.0
"Cholesta-5,7-dien-3beta-ol",1.14.15.6,9606,0.2216667
"Cholesta-5,7-dien-3beta-ol",1.14.15.6,9913,0.4066667
Cholesterol,1.14.14.25,9606,0.000666667
Cholesterol,1.14.15.6,9606,0.001716667
Cholesterol,1.14.15.6,9913,0.655
Cholesteryl acetate,3.1.1.13,244229,110.0
Cholesteryl linoleate,3.1.1.13,244229,31.2
Cholesteryl myristate,3.1.1.13,244229,23.5
Cholesteryl palmitate,3.1.1.13,244229,96.7
Cholesteryl stearate,3.1.1.13,244229,70.8
Choline,1.1.3.17,1665,60.0
Choline,2.3.1.6,9606,99.6
Choline,2.7.1.32,9606,83.1
Chorismate,4.1.3.27,303,3.4
Chorismate,5.4.99.5,632,70.0
Chorismate,2.6.1.85,3702,0.15
Chorismate,5.4.4.2,3702,0.645
Chorismate,5.4.99.5,83332,69.5
Chorismate,2.6.1.85,83333,0.6
Chorismate,4.1.3.27,83333,3.7
Chorismate,4.1.3.40,83333,0.8166667
Chorismate,5.4.4.2,83333,2.933333
Chorismate,5.4.99.5,83333,74.0
Chorismate,4.1.3.27,99287,3.7
Chorismate,2.6.1.85,160488,0.2
Chorismate,4.1.3.27,160488,3.4
Chorismate,5.4.99.5,208964,0.085
Chorismate,2.6.1.85,224308,0.005
Chorismate,5.4.99.5,224308,50.0
Cinnamaldehyde,1.1.1.2,233413,4.1
Cinnamaldehyde,1.1.1.2,246196,18.6
Cinnamoyl-CoA,2.3.1.74,3879,0.07933333
Cinnamoyl-CoA,2.3.1.196,36903,0.4
Cinnamoyl-CoA,2.3.1.159,37565,0.001166667
Cinnamyl alcohol,1.1.1.1,3702,5.4
Cinnamyl alcohol,1.1.3.7,5323,65.0
Cinnamyl alcohol,1.1.1.1,9606,2.716667
Cinnamyl alcohol,2.3.1.196,36903,4.6
Cinnamyl alcohol,1.1.1.183,39350,1.8
Cinnamyl alcohol,1.1.1.195,39350,0.5
Cinnamyl alcohol,1.1.1.2,233413,1.25
Cinnamyl alcohol,1.1.1.2,246196,1.6
Citral,1.2.1.3,9606,0.1333333
Citrate,2.3.3.16,1298851,1.34
Clavulanic acid,3.5.2.6,40324,11.0
Cloxacillin,3.5.2.6,480,8.6
Cloxacillin,3.5.2.6,545,0.04
Cloxacillin,3.5.2.6,817,690.0
Cloxacillin,3.5.2.6,28450,0.51
Cloxacillin,3.5.2.6,38313,0.5
Cloxacillin,3.5.2.6,47917,90.0
Cloxacillin,3.5.2.6,243276,5.0
CoA-disulfide,1.8.1.14,1392,28.0
CoA-disulfide,1.8.1.14,70601,8.1
CoA-disulfide,1.8.1.14,93061,1020.0
CoA-disulfide,3.6.1.55,559292,5.0
CoA-glutathione,1.8.1.14,93061,800.0
Cob(II)alamin,2.5.1.17,1598,0.038
Codeine,1.14.11.32,3469,0.0161
Coenzyme A,2.3.1.8,2210,5252.0
Coenzyme A,1.2.1.44,3702,1.39
Coenzyme A,6.2.1.3,3702,19.87
Coenzyme A,2.3.1.74,3879,0.05833333
Coenzyme A,1.2.1.25,9606,3.166667
Coenzyme A,1.2.4.2,9606,30.0
Coenzyme A,1.2.4.4,9606,3.3
Coenzyme A,1.8.1.4,9606,30.0
Coenzyme A,2.3.1.61,9606,30.0
Coenzyme A,2.3.1.9,9606,61.0
Coenzyme A,2.3.1.87,9940,2.7
Coenzyme A,1.2.4.4,10116,12.8
Coenzyme A,6.2.1.30,59406,40.0
Coenzyme A,2.3.1.30,71421,300.0
Coenzyme A,6.2.1.33,72586,54.0
Coenzyme A,2.3.1.16,83332,4.8
Coenzyme A,1.2.4.1,83333,28.89
Coenzyme A,1.8.1.4,83333,28.89
Coenzyme A,2.3.1.12,83333,28.89
Coenzyme A,2.3.1.16,83333,104.0
Coenzyme A,2.3.1.30,83333,1100.0
Coenzyme A,2.3.1.46,83333,5.23
Coenzyme A,2.3.1.8,83333,227.6
Coenzyme A,2.3.1.30,83334,16.9
Coenzyme A,6.2.1.1,99287,276.8
Coenzyme A,6.2.1.13,186497,121.0
Coenzyme A,2.3.1.30,199310,16.9
Coenzyme A,1.2.1.27,224308,7.4
Coenzyme A,2.7.8.7,224308,1.633333
Coenzyme A,6.2.1.13,224325,150.0
Coenzyme A,1.2.1.10,266265,17.2
Coenzyme A,1.2.1.87,266265,16.3
Coenzyme A,6.2.1.17,267608,6.8
Coenzyme A,6.2.1.36,273063,8.0
Coenzyme A,1.2.1.10,300852,7.4
Coenzyme A,1.2.1.87,300852,8.4
Coenzyme A,2.3.1.9,352475,469.0
Coenzyme A,6.2.1.36,399549,23.0
Coenzyme A,2.7.8.7,559292,0.05
Coenzyme A,3.6.1.55,559292,4.6
Coenzyme A,2.3.3.16,1298851,1.34
Coenzyme A,2.3.1.174,1301098,7.833333
Coniferaldehyde,1.1.1.195,3693,16.25833
Coniferaldehyde,1.1.1.195,3702,12.19
Coniferaldehyde,1.3.1.74,3702,0.43
Coniferaldehyde,2.4.1.111,3702,1.37
Coniferaldehyde,1.1.1.195,39947,1.3
Coniferaldehyde,1.1.1.2,233413,3.8
Coniferyl alcohol,2.4.1.111,3702,3.17
Coproporphyrinogen III,1.3.3.4,224308,0.000833333
Cortisol,1.1.1.146,9606,0.185
Cortisol,1.14.14.25,9606,0.000616667
Cortisol,1.3.1.3,10116,0.008166667
Cortisol,1.1.1.146,10141,0.035
Cortisone,1.1.1.146,9606,0.02666667
Cortisone,1.3.1.3,10116,0.0375
Cortisone,1.1.1.146,10141,0.009
Coumarin,1.14.14.1,9606,0.148
Creatine,2.7.3.2,9606,160.5
Creatine,2.7.3.2,9986,104.0
Creosol,1.1.3.38,69488,0.02
Crotonaldehyde,1.1.1.2,233413,3.0
Crotonoyl-CoA,3.1.2.23,1667,0.075
Crotonoyl-CoA,1.3.1.9,5833,1.62
Crotonoyl-CoA,1.3.1.10,9606,0.3333333
Crotonoyl-CoA,1.3.1.104,9606,1.5
Crotonoyl-CoA,3.1.2.20,9606,0.014
Crotonoyl-CoA,4.2.1.59,9606,0.1
Crotonoyl-CoA,2.3.3.13,83331,0.05
Crotonoyl-CoA,4.2.1.17,83331,110.0
Crotonoyl-CoA,2.3.3.13,83332,0.05
Crotonoyl-CoA,4.2.1.17,83332,110.0
Crotonoyl-CoA,1.3.1.9,83333,0.23
Crotonoyl-CoA,4.2.1.119,269796,728.0
Cumene hydroperoxide,1.11.1.15,6192,6.3
Cumene hydroperoxide,1.11.1.20,10090,0.1016667
Cumene hydroperoxide,1.11.1.9,559292,14.3
Cyanidin,1.3.1.77,3702,1.045
Cyanidin,1.3.1.77,3880,0.18
Cyanidin,2.1.1.267,29760,0.084
"Cyanidin 3,7-di-O-beta-D-glucoside",2.4.1.299,3570,0.0021
"Cyanidin 3,7-di-O-beta-D-glucoside",2.4.1.300,85439,0.0082
Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside),2.4.1.17,41492,35.0
Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside,2.3.1.172,180675,8.7
Cyanidin 3-O-glucoside,2.1.1.267,29760,2.3825
Cyanuric acid,3.5.2.15,306,250.0
Cyanuric acid,3.5.2.15,47660,73.0
Cyanuric acid,3.5.2.15,216596,5.0
Cyanuric acid,3.5.2.15,224911,9.3
Cyanuric acid,3.5.2.15,264732,10.6
Cyanuric acid,3.5.2.15,426117,17.0
Cyanuric acid,3.5.2.15,438753,50.0
Cycloartenol,2.1.1.142,3847,0.001
Cycloartenol,2.1.1.41,3847,0.02
Cyclobranol,2.1.1.142,3847,0.0001
Cyclohex-2-en-1-ol,1.1.1.184,10090,2.4
Cyclohex-2-en-1-ol,1.1.1.51,10116,0.4333333
Cyclohex-2-en-1-ol,1.1.1.62,10116,0.05833333
Cyclohex-2-enone,1.6.99.1,224308,1.2
Cyclohexane carboxaldehyde,1.14.13.84,294,5.0
Cyclohexanol,1.1.1.1,7225,7.4
Cyclohexanol,1.1.1.1,8801,0.2166667
Cyclohexanol,1.1.1.1,9544,3.0
Cyclohexanol,1.1.1.1,9606,3.0
Cyclohexanol,1.1.1.1,9796,6.1
Cyclohexanol,1.1.1.1,10116,1.75
Cyclohexanol,1.1.1.1,93934,3.55
Cyclohexanone,1.1.1.1,9544,36.0
Cyclopetanone,1.1.1.1,273057,1.016667
Cyclophosphamide,1.14.14.1,9606,0.6
Cyclophosphamide,1.14.14.1,9615,0.9166667
Cyhalothrin,3.1.1.88,595605,1.28
Cypermethrin,3.1.1.1,9606,0.06666667
Cys-Leu,3.4.11.1,3702,22.78333
Cysteamine,6.3.2.1,83331,0.063
Cysteamine,6.3.2.1,83332,0.063
Cysteine,2.6.1.7,7159,3.433333
Cytidine,2.7.1.74,9606,0.74
Cytidine 3'-phosphate,3.1.3.2,83333,91.0
Cytidine 3'-phosphate,3.1.3.6,83333,5.93
Cytochrome c,1.6.2.4,3702,213.0
Cytochrome c,1.5.99.12,4577,0.8
Cytochrome c,1.6.2.4,5482,101.6667
Cytochrome c,1.6.2.4,9606,48.0
Cytochrome c,1.8.3.1,9606,25.9
Cytochrome c,1.6.2.2,10116,8.3
Cytochrome c,1.14.12.17,83333,0.7
Cytochrome c,1.14.14.1,224308,192.6667
Cytochrome c,1.14.14.1,279010,122.3833
Cytochrome c,1.6.2.4,559292,200.0
D-2-Hydroxybutanoate,6.3.2.4,226185,0.25
D-4'-Phosphopantothenate,6.3.2.5,83333,0.8833333
D-Alanine,2.6.1.54,158,0.0001
D-Alanine,5.1.1.1,158,1.4
D-Alanine,6.3.2.4,1352,4.916667
D-Alanine,5.1.1.1,1422,0.00018
D-Alanine,1.4.3.3,5286,350.0
D-Alanine,1.4.3.3,6239,14.9
D-Alanine,1.4.3.3,7962,190.0
D-Alanine,1.4.3.3,9606,3.66
D-Alanine,1.4.3.3,9823,12.7
D-Alanine,2.6.1.2,10116,500.0
D-Alanine,1.4.3.3,34364,52.5
D-Alanine,2.6.1.21,72579,129.0
D-Alanine,2.3.1.47,83331,3600.0
D-Alanine,2.3.1.47,83332,3600.0
D-Alanine,5.1.1.1,83333,5.783333
D-Alanine,1.4.3.19,224308,0.92
D-Alanine,6.3.2.4,226185,4.1
D-Alanine,5.1.1.1,243274,725.0
D-Alanine-p-nitroanilide,3.4.11.19,529,580.0
D-Alanine-p-nitroanilide,3.4.11.19,554928,547.0
D-Alanyl-D-alanine,6.3.2.10,83333,18.0
D-Alanyl-D-lactate,6.3.2.10,83333,13.83333
D-Alanyl-D-phenylalanine,6.3.2.10,83333,0.9166667
D-Allitol,1.1.1.14,9940,4.3
D-Allitol,1.1.1.12,51453,0.0327
D-Allose,2.7.1.55,83333,47.0
D-Allose,1.1.3.10,230624,20.0
